,company_name,industry_group,company_code,CIN code,industry_type,Defaulter,PAT/CE,PAT/sales,PBIT/sales,Cash Profits/TA,CR,QR,CFO/Debt,cash/CL,NWC/sales,INTCOV,Debt/Equity,cash/COS,NWC_cycle,Debtor_days,Creditor_days,RM_cycle,WIP_cycle,FG_cycle,NWC/TA,RE/TA,PBIR/TA,sales/TA,MVE/BVD
1206,Anupam Industries Ltd.,Mining & construction equipment,388052,U29199GJ1998PLC034888,1,1,0.003651973,0.005672583,0.016022558,0.018668295,1.225968193,0.936325325,0.079912822,3.07607E-05,0.209885553,1.04,1.74857091,3.79507E-05,632.7,209.23,181.52,149.16,138.35,,0.104433514,0.275039614,0.007972402,0.497573617,
1207,Archis Packaging (India) Pvt. Ltd.,Paper products,469196,U01222MH1994PTC081372,1,1,-0.05363528,-0.115384615,-0.115384615,-0.04527163,2.163451777,1.229441624,,0.020304569,0.553846154,0.44,1.679245283,0.027662517,43.2,200.28,136.44,554.57,,,0.217303823,0.121730382,-0.04527163,0.392354125,
1208,Armaax Auto Pvt. Ltd.,Other automobile ancillaries,485903,U28932MH1996PTC212424,1,1,-0.294863242,-0.53968254,-0.53968254,-0.208553326,0.593851133,0.53802589,0.044652701,0.004045307,-0.612942613,,22.675,0.003984064,-50.2,418.93,167.64,43.11,7.72,,-0.265047518,-0.35374868,-0.233368532,0.432418163,
1209,Atarson Overseas Pvt. Ltd.,Wholesale trading,520249,U74120UP2011PTC047480,1,1,0.020800628,0.006212636,0.009201735,0.030631271,1.242186248,0.832665491,,0.007212694,0.044279686,1.82,3.013898788,0.001344206,151.1,59.05,15.97,647.35,,10.23,0.134156086,0.025748025,0.027878895,3.029743408,
1210,Atlas Cycles (Haryana) Ltd.,Other transport equipment & ancillaries,24106,L35923HR1950PLC001614,1,1,-0.422640465,-0.085093341,-0.104783134,-0.1759231,0.818254042,0.62398355,-0.050489967,0.0022432,-0.092634903,,4.477643126,0.000824643,-498.7,93.2,130.49,31.13,0.97,10.16,-0.190227342,0.147047605,-0.21517394,2.053516936,0.37
1211,B L Kashyap & Sons Ltd.,Industrial construction,26964,L74899DL1989PLC036148,1,1,0.013789141,0.018597443,0.056420259,0.035129187,0.715340984,0.34008706,0.063299426,0.005368685,-0.346404094,1.46,1.430511283,0.006016972,-2592.8,215.99,163.45,53.08,151.6,3.42,-0.192117606,0.206077401,0.031290985,0.554605473,0.35
1212,B P L Techno Vision Pvt. Ltd.,Other domestic appliances,27438,U85110KA1983PTC005214,1,1,-3.172043011,-0.321350763,-0.273420479,-0.202531646,0.448614835,0.211796247,,,-0.67211329,,-1.918604651,,-61.7,66,302.13,568.97,4.62,85.03,-0.781012658,-1.988607595,-0.317721519,1.162025316,
1213,B S C P L Infrastructure Ltd.,Infrastructural construction,27892,U45203TG1998PLC029154,1,1,0.019431647,0.036091907,0.023129321,0.019916295,1.120896794,0.711909606,0.053409623,0.000659812,0.093915209,1.1,1.812154538,0.000931424,1108.5,138.13,101.25,117.09,127.39,57.78,0.037565447,0.281332497,0.009251572,0.399993222,
1214,Bafna Pharmaceuticals Ltd.,Drugs & pharmaceuticals,28503,L24294TN1995PLC030698,1,1,-0.298848834,-0.453146532,-0.198438218,-0.046015515,0.682847438,0.54981602,0.028190069,,-0.825677538,,4.732187974,,-359.5,205.89,393.55,96.22,12.25,11.46,-0.316907616,-0.398272214,-0.076163611,0.383815233,0.2
1215,Bajaj Basmati Pvt. Ltd.,Other agricultural products,420765,U15312PB2010PTC033569,1,1,-0.91010155,-0.752918288,-0.752918288,-0.735732233,0.654096944,0.047215021,0.075657248,0.00102129,-0.389370357,,-3.7120954,0.000694222,-440.3,68.78,1870.98,,,244.15,-0.395100503,-0.78212491,-0.763998564,1.014716439,
1216,Bala Balajee Textiles Ltd.,Cotton & blended yarn,384071,U18101AP2004PLC044008,1,1,-0.076346874,-0.046159206,-0.044939906,-0.000426439,0.656613372,0.304505814,0.167079208,,-0.165302212,0.67,6.215384615,,-94.9,6.42,61.72,53.32,10.25,8.76,-0.202345416,-0.095948827,-0.055010661,1.224093817,
1217,Benchmark I T Solutions India Pvt. Ltd.,Computer software,479932,U72200PN2003PTC017606,1,1,0.072049689,0.094462541,0.089576547,0.084571429,1.271428571,,,0.114285714,-0.058631922,19.33,2.017241379,0.014414414,-3.6,18.73,45.63,,,,-0.041142857,0.217142857,0.062857143,0.701714286,
1218,Bhalkeshwar Sugars Ltd.,Sugar,33400,U15421KA2000PLC027184,1,1,-0.000930999,-0.002164322,-0.049779406,0.002385957,1.166325486,0.799488229,,0.001125896,0.071755598,0.61,10.02599436,0.000963813,86.2,76.87,1724260,6.81,,98.8,0.024484463,-0.049508606,-0.016985741,0.341220247,
1219,Bihar Raffia Inds. Ltd.,Plastic packaging goods,35526,U25199WB1998PLC086311,1,1,0.004137435,0.002918041,0.005455468,0.017507835,1.360912981,0.661753051,,0.001902045,0.288124841,1.09,2.580882353,0.001549387,227.1,139.34,167.64,29.21,183.25,9.39,0.245433913,0.039554739,0.004647141,0.851831838,
1220,Blackstone Logistics Pvt. Ltd.,Storage & distribution,508789,U74999MH2010PTC210121,1,1,0.011604096,0.064150943,0.079245283,0.082432432,2.914529915,,,0.05982906,0.332075472,1.27,5.379310345,0.038251366,8.8,86.08,,,,,0.059459459,-0.046621622,0.014189189,0.179054054,
1221,Bloom Dekor Ltd.,"Plastic tubes, pipes, fittings & sheets",36743,L20210GJ1992PLC017341,1,1,-0.164128974,-0.144036156,-0.18176459,-0.107289606,0.963697017,0.291993721,-0.05328,0.000392465,-0.078011397,,19.47040498,0.00036357,-39.7,90.66,211.47,138.65,43.98,140.96,-0.060416984,-0.092832141,-0.14077005,0.774463552,0.12
1222,Buds Tea Inds. Ltd.,Tea,473037,U15122WB2013PLC190577,1,1,0.005049396,0.008240774,0.010748836,0.046049852,1.325242718,0.999393204,-0.206386476,0.004854369,0.185954855,1.11,8.966315789,0.003039514,51.9,54.53,18.73,3.68,,45.9,0.109632446,0.005280946,0.006337136,0.58956485,
1223,Burnpur Cement Ltd.,Cement,39590,L27104WB1986PLC040831,1,1,-0.053473453,-0.114092751,-0.087348041,0.00812339,0.122979697,0.045545346,0.016187656,0.000871681,-2.184511481,,-16.78757062,0.00198939,-2425.9,44.29,47.07,85.3,,9.68,-0.868129115,-0.413076152,-0.034712282,0.397401947,0.04
1224,Confederation For Ayurvedic Renaissance-Keralam Ltd.,Health services,397149,U24233KL2004PLC017539,1,1,-0.132478632,-0.513812155,-0.513812155,0.017878427,0.064449064,0.037422037,-0.00085034,,-4.983425414,,-3.489614243,,-90.2,45.37,322.88,,,9.15,-1.075089392,-0.851013111,-0.110846246,0.215733015,
1225,Crackers India(Alloys) Ltd.,Sponge iron,372396,U27104OR2002PLC006979,1,1,-0.03305629,-0.049212598,-0.049212598,-0.011418463,1.979198767,1.389830508,0.026047261,0.089368259,0.293025872,0.14,1.493183641,0.032907801,104.2,134.98,37.26,90,,11.14,0.167577999,0.001929881,-0.028144098,0.571888067,
1226,D C M Ltd.,Cotton & blended yarn,53465,L74899DL1889PLC000004,1,1,0.004504505,0.001818116,0.007517908,0.068957128,1.112371455,0.453162979,0.202027098,0.000405111,0.023117341,1.02,1.957140655,0.000120758,254.3,36.36,40.11,77.8,9.16,13.85,0.044193038,0.177693203,0.014371861,1.911683437,0.14
1227,Deepak Fasteners Ltd.,Other ferrous metal products,57376,U28991PB1990PLC010832,1,1,-0.01431971,-0.027960882,-0.045196672,0.027626032,1.086129388,0.376088111,0.019715381,0.005026769,0.067970607,0.68,4.284083974,0.007326007,251.6,114.72,174.18,84.93,,407.2,0.029058151,0.181925276,-0.019322053,0.427510539,
1228,Deepika Infratech Pvt. Ltd.,Infrastructural construction,394621,U45200TG2004PTC042791,1,1,0.002186058,0.00408905,0.006928669,0.013157256,1.519861286,0.805590584,0.112484327,0.005359395,0.47648796,1.06,1.183967766,0.006599379,419.5,208.25,483.36,525.35,920.22,,0.203670437,0.194931301,0.002961596,0.427440889,
1229,Devans Modern Breweries Ltd.,Beer & alcohol,348041,U15511JK1963PLC000273,1,1,0.047737876,0.011479858,0.008922981,0.067273467,0.684570313,0.438246783,0.052361897,0.001436121,-0.160300564,1.16,-24.80871671,0.000676773,-614.4,47.97,145.91,19.67,35.13,34.81,-0.31241737,-0.218905726,0.01739042,1.948947422,
1231,Dhanashree Agro Products Pvt. Ltd.,Sugar,135349,U24231UR1940PTC004491,1,1,-0.162893748,-0.13399897,-0.199096636,-0.100124302,0.599331806,0.124278654,0.12512353,0.001877571,-0.575498237,,-5.796469488,0.002640059,-1452.5,30.22,216.76,2.77,4.59,239.45,-0.35401789,-0.284652319,-0.122474347,0.61515026,
1232,Dhoot Resorts & S P A Pvt. Ltd.,Hotels & restaurants,429575,U55101WB2004PTC218904,1,1,-0.124093224,-0.310904872,-0.407579273,-0.027532242,0.781990521,0.618483412,0.048843975,0.016587678,-0.045630317,,17.65135135,0.002325581,-11.8,10.52,147.5,,,,-0.017098971,-0.92261991,-0.152731488,0.3747283,
1233,Dhruvtara Agro & Allied Inds. Pvt. Ltd.,Wholesale trading,527222,U15490PN2013PTC148771,1,1,-0.309336333,-0.313568985,-0.313568985,-0.17062445,2.60483871,2.254032258,-0.051259774,0.012096774,0.393386545,,-82.21428571,0.002904163,34.5,226.82,170.59,,,51.43,0.303430079,-0.414248021,-0.241864556,0.771328056,
1234,Diamant Infrastructure Ltd.,Wholesale trading,60703,L26994MH2003PLC143264,1,1,-0.067191085,-0.19212746,-0.161199625,-0.046574519,2.410899654,2.060553633,-0.011780105,0.006920415,1.340206186,,0.848888889,0.007319305,143,866.32,381.59,,,136.5,0.4296875,0.127103365,-0.051682692,0.320612981,0.08
1235,Diamond Engineering (Chennai) Pvt. Ltd.,Other ferrous metal products,366131,U29113TN1997PTC037853,1,1,-0.646344182,-0.487556751,-0.471918614,-0.266165608,1.103386462,0.198901056,,0.000389696,0.058012443,,-5.960149119,0.000322601,138,53.21,295.8,39.48,354.57,39.55,0.035765194,-0.251159777,-0.290942076,0.616509006,
1236,Divya Jyoti Inds. Ltd.,Vegetable oils & products,62057,L15143MP1992PLC007090,1,1,0.010244918,0.005268791,0.007656211,0.023822199,1.296328294,1.063066955,0.043853073,0.001511879,0.106528361,1.25,2.449954086,0.000602358,129.4,139.56,35.26,6.95,0.05,23.56,0.172211871,0.151184456,0.012376896,1.61658238,0.11
1237,Dolphin Offshore Enterprises (India) Ltd.,Industrial construction,62425,L11101MH1979PLC021302,1,1,-0.091310125,-0.313446451,-0.222952016,-0.027291437,1.060169882,1.0349387,-0.046078145,,0.695675972,,2.512151687,,381.3,796.96,716.1,396.14,,,0.113729233,0.052524831,-0.036448236,0.16348018,0.13
1238,Dolphin Offshore Shipping Ltd.,Shipping transport services,182536,U51900MH1990PLC057967,1,1,-0.084762866,-0.135520301,-0.06265125,,1.456516129,1.437419355,,0.000258065,-0.401183114,,,0.000240327,-149.2,221.32,70.19,,,,,,,,
1239,Durgesh Block & China Glass Works Ltd.,Glass & glassware,63829,U72900DL1992PLC050860,1,1,-0.023125,-0.075510204,-0.083673469,0.025170269,2.364902507,0.822655525,,0.00371402,1.5,0.61,2.20702754,0.004672897,147,301.68,79.39,8.17,7.09,585.71,0.435297601,-0.016878887,-0.024281907,0.290198401,
1240,E T A Engineering Pvt. Ltd.,Business services & consultancy,64766,U28920TN1994PTC029091,1,1,-0.011201306,-0.004094352,0.00193943,0.007894562,0.897199575,0.824514195,-0.029305954,0.000128903,-0.095032075,1.04,5.109394063,0.000130249,-573.3,113.72,140.73,3.81,27.05,1.4,-0.076322971,-0.01053052,0.001557612,0.803128536,
1241,Eastern Silk Inds. Ltd.,Other textiles,64728,L17226WB1946PLC013554,1,1,-0.076757532,-0.146530736,-0.146530736,,0.593043605,0.411914832,,0.000145836,-0.749695679,,,0.000540614,-492.7,692.18,56.49,337.67,127.53,197.7,,,,,0.03
1242,Electra Accumulators Pvt. Ltd.,Storage batteries,518682,U29100GJ2009PLC057053,1,1,0.114784206,0.052865299,0.079403679,0.074273859,1.31743921,0.276025836,0.074042261,0.002849544,0.16261366,3.36,4.131298793,0.001791259,153.8,23.91,91.13,65.46,274.44,60.42,0.212724758,0.089073306,0.103872752,1.308160443,
1244,Essem Jute Inds. Ltd.,Other textiles,69586,U17119WB1994PLC065764,1,1,-0.061117579,-0.045493934,-0.045493934,0.015780731,1.073059361,0.423135464,,0.02435312,0.039861352,0.09,1.263157895,0.013913043,9.2,35.42,36.39,133.46,,51.97,0.03820598,0.103820598,-0.043604651,0.958471761,
1245,Evertogen Life Sciences Ltd.,Drugs & pharmaceuticals,504253,U24232TG2013PLC085349,1,1,-0.008130081,,,,2.142857143,,,,,,,,0.8,,,,,,,,,,
1246,Expotec International Pvt. Ltd.,Wholesale trading,71247,U74899DL1995PTC069147,1,1,-0.062821019,-0.067430025,-0.034351145,,6.823308271,6.80075188,,0.003759398,0.569974555,0.08,,0.000332336,134.4,206.03,38.72,,,7.94,,,,,
1247,Finns Frozen Foods (India) Ltd. [Merged],Processed foods,73323,U29195MH1982PLC026696,1,1,0.254789272,-0.124648547,-0.124648547,-0.077955825,0.424691358,0.295198903,0.004413292,,-1.107310216,,-2.496435515,,-236.3,96.38,387.54,53.31,,55.08,-1.023386748,-0.899956691,-0.115201386,0.924209615,
1248,Five Core Electronics Ltd.,Consumer electronics,411029,L32109DL2002PLC148250,1,1,0.056020067,0.024732374,0.038654221,0.061951317,1.784366577,0.955403087,0.324223874,0.00612595,0.040974529,2.66,0.839266055,0.001386886,77.7,18.19,16.25,34.51,57.43,1.46,0.077513966,0.121009577,0.073124501,1.891759777,
1249,G O L Offshore Ltd.,Shipping transport services,368943,L11200MH2005PLC154793,1,1,-0.35252697,-0.90381724,-0.178974353,0.003770578,0.275348109,0.234167722,0.127702872,0.000139024,-1.137405488,,6.326088656,0.00022864,-10515.2,73.56,213.07,1282.53,,,-0.374041348,0.120452185,-0.05885659,0.328854883,0.04
1250,Gajra Differential Gears Ltd.,Other automobile ancillaries,77896,U29130MH1991PLC060687,1,1,0.014541387,0.010860485,0.01336675,0.058157689,0.739876265,0.209223847,0.1568,0.001406074,-0.270676692,1.21,5.841121495,0.001506478,-97.2,54.28,345.53,131.13,207.39,66.65,-0.18969555,-0.036104606,0.009367681,0.700819672,
1251,Gayatri Sugars Ltd.,Sugar,151797,L15421TG1995PLC020720,1,1,-0.138026372,-0.062419851,-0.062419851,-0.03456341,0.580410866,0.151992025,0.10451505,3.56037E-05,-0.3994614,0.19,-6.029126214,3.2476E-05,-1246,21.53,104.64,6.63,,132.56,-0.462577963,-0.521866647,-0.072282447,1.158004158,0.02
1252,Gemini Equipment & Rentals Pvt. Ltd.,Diversified non-financial services,406805,U29253MH2007PTC167468,1,1,-0.104501781,-0.251624643,-0.233168703,0.026299694,1.11789905,1.053641274,0.10675317,0.000372509,0.389914219,,1.45442848,0.000520969,150,233.78,393.45,453.68,,,0.131061599,-0.546876365,-0.078374836,0.336129314,
1253,Globus Industries & Services Ltd.,Vegetable oils & products,242326,U15141PB1993PLC016983,1,1,-0.064696486,-0.015195573,-0.014257574,-0.042396834,0.916795409,0.697859192,-0.079788687,0.000441404,-0.073257668,0.53,-1.935648801,0.000193517,-78.1,56.32,62.72,18.4,6.47,9.74,-0.147164123,-1.448652723,-0.028641417,2.008856228,
1254,Gondwana Engineers Ltd.,Industrial construction,84070,U28920MH1982PLC027105,1,1,0.02672517,0.017735816,0.018353481,0.010441527,2.018296282,1.966948652,0.106159084,0.001377139,0.409864996,1.19,1.797996661,0.000658328,464.5,107.67,123.19,,12.4,,0.461913286,0.352426412,0.020684169,1.126988862,
1255,Gopala Polyplast Ltd.,Plastic packaging goods,84491,L25200GJ1984PLC050560,1,1,-1.757354393,-0.473482632,-0.33033672,-0.449066282,0.423352187,0.391838855,0.264919774,,-0.44278951,,-3.573107857,,-832.4,121.35,105.43,15.15,38.91,4.2,-0.667147551,-0.592530256,-0.497715797,1.506692314,0.03
1256,Govind Rubber Ltd.,Other transport equipment & ancillaries,84917,L25110MH1985PLC036320,1,1,-0.305373308,-0.336690779,-0.336690779,-0.187287671,0.789716433,0.561325589,0.066796435,0.004327525,-0.6144126,,-15.34748428,0.005784747,-671,218.06,242.55,131.19,16.36,84.86,-0.367671233,-0.330520548,-0.201479452,0.598410959,0.02
1257,Goyal Ispat Pvt. Ltd. (1990),Steel,85050,U27104TN1990PTC019711,1,1,-0.162686567,-0.062267923,-0.090545558,,1.002659574,0.81262089,,0.005319149,-0.020137104,,,0.002979415,-14.1,105.06,240.94,52.12,,37.58,,,,,
1258,Green Leaf Tobaco Threshers Ltd.,Wholesale trading,85781,U16001AP1985PLC005884,1,1,0.02508269,0.015560876,0.017954856,0.033139111,1.099530831,0.70844504,,0.000335121,0.034712722,1.4,1.704086657,0.000177841,20.3,113.5,80.8,80.95,,39.29,0.036962855,0.163146395,0.019118718,1.064821559,
1259,Green Power Sugars Ltd.,Sugar,416845,U15421PN2006PLC022248,1,1,-0.004235294,,,,0.870229008,,,0.030534351,,,,0.307692308,-11.9,,,,,,,,,,
1260,H M Steels Ltd.,Steel pipes & tubes,88763,U27106PB1999PLC022707,1,1,0.045793042,0.015584809,0.019405356,,,,,0.071428571,0.022923286,2.07,,0.005728186,60.6,25.85,14.31,22.93,6.94,27.32,,,,,
1261,Helios & Matheson Information Technology Ltd.,Computer software,91935,L72291TN1991PLC020443,1,1,0.067798637,0.089581547,0.125332912,0.129958196,1.867783657,,0.103424295,0.000235156,0.320024376,3.05,0.929737053,0.00011143,1417.9,92.83,,,,,0.226234164,0.378227016,0.088601334,0.706927913,0.1
1262,Hindustan Everest Tools Ltd.,Diversified metal & metal products,94016,L74899DL1962PLC003634,1,1,-0.033204384,-7.923076923,-7.923076923,,9.658986175,,,,150.6923077,,,,195.9,2751.54,54.75,,,,,,,,1.02
1263,Hindustan Newsprint Ltd.,Paper & newsprint,94091,U21013KL1983GOI003735,1,1,-0.731294964,-0.389881866,-0.438938325,-0.370358825,0.366677841,0.19959772,0.059811259,,-0.713178889,,-16.53928956,,-1859.4,19.18,115.77,128.7,5.46,2.55,-0.644014963,-0.410709338,-0.396370186,0.903020227,
1264,Hitech Print Systems Ltd.,Paper products,94588,U24220TG1986PLC006739,1,1,0.025272025,0.018648019,0.027195027,0.072452229,1.090513069,0.726040658,0.221161496,0.009680542,0.025123025,1.4,2.004784689,0.00569152,9.7,94.68,56.1,99.32,,8.27,0.0257431,0.292993631,0.027866242,1.024681529,
1265,Hubli Electricity Supply Co. Ltd.,Electricity distribution,372808,U31401KA2002SGC030437,1,1,-0.035219949,-0.018359743,-0.014798518,-0.000651171,0.643689561,0.626251452,,0.000895009,-0.751792719,0.83,34.71168676,0.001169696,-57441.7,80.75,358.71,,,,-0.478929478,-0.089677391,-0.009427394,0.637049902,
1266,Hydromet (India) Ltd.,Copper & copper products,319931,U37100TN2002PLC048922,1,1,0.011120616,0.006745071,0.009166378,-0.008570816,3.442028986,0.876811594,-0.233357024,0.001610306,0.50968523,0.66,9.464125561,0.000357462,294.7,41.95,81.39,152.04,38.83,22.4,0.631454896,-0.110349261,0.011356332,1.238911506,
1267,Hyquip Systems Pvt. Ltd.,Mining & construction equipment,96194,U29219TG1987PLC007886,1,1,0.007226014,0.003667482,0.009372453,0.024708305,1.185220275,0.960445287,-0.001307759,0.001657982,0.150977995,0.39,3.7,0.001462599,74.1,,,,,,0.127144818,0.131262869,0.007892931,0.842141386,
1268,I B C Ltd.,Minerals,357781,U24111TN1985PLC011627,1,1,0.040730506,0.047214485,0.078272981,0.045626997,1.603272377,1.101636189,,0.000962464,0.399860724,1.69,2.537972448,0.000826037,287.1,98.65,4.72,,,197.49,0.286641374,0.127895367,0.056110224,0.716853035,
1269,I N A India Ltd.,Organic chemicals,96784,U24231DL1997PLC086024,1,1,0.004993758,0.005232178,0.012426422,,,,,0.021857923,0.18116416,1.19,,0.002832861,27.7,65.53,38.86,140.52,53.54,3.13,,,,,
1270,Immense Industries Pvt. Ltd.,Retail trading,237423,U74899DL1988PTC032709,1,1,0.03361655,0.004503613,0.006433733,,1.319139088,1.317750521,,0.003702847,0.067801643,1.53,,0.000801402,137,58.73,39.57,,,1.51,,,,,
1271,Incom Wires & Cables Ltd.,Wires & cables,98038,U74899DL1992PLC050243,1,1,0.015068493,0.015827338,0.025899281,,,,,0.062937063,0.355395683,1.29,,0.028257457,24.7,164.91,129.06,303.5,,,,,,,
1272,Indian Sugar Mfg. Co. Ltd.,Sugar,385909,U15424PN2000PLC014353,1,1,-0.046240047,-0.099631465,-0.101029356,,,,,,0.118185284,0.19,,,93,,,18.29,1.67,244.41,,,,,
1273,Indicon Constructions Pvt. Ltd.,Other construction & allied activities,99127,U45200MH1995PTC094325,1,1,,,,,2,,,0.066666667,,,1.5,,1.4,,,,,,0.466666667,0.366666667,,,
1274,Indo Laminates Pvt. Ltd.,Wood & wood products,531013,U20299DL1985PTC021287,1,1,0.00747149,0.006959707,0.00989011,0.053182695,1.271217712,1.185116851,-0.115882539,0.003075031,0.109157509,1.28,6.854978355,0.001919386,29.8,112.44,87.85,10.24,,3.97,0.082116285,0.003031138,0.007440066,0.752273354,
1275,Innovative Technomics Pvt. Ltd.,Other electronics,101015,U28999PN1993PTC071313,1,1,0.081368821,0.071595851,0.085981934,,3.61192053,2.18807947,,0.014569536,0.568417531,10.65,,0.004018999,169.9,98.85,193.72,175.56,,186.55,,,,,
1276,Integrated Spaces Ltd.,Other construction & allied activities,396118,U45200MH2008PLC188840,1,1,0.003093477,0.033189033,0.047619048,-0.00107822,2.366251198,0.09683605,-0.032237513,0.000958773,6.145743146,,3.333899745,0.003567182,425.9,70.05,80.25,,35364.44,,0.417467163,0.055675358,0.00323466,0.067927857,
1277,International Mega Food Park Ltd.,Retail trading,459770,U15139CH2010PLC032458,1,1,-0.046754862,-0.436181435,-0.370253165,-0.021995287,0.56722602,0.195773773,-0.02796631,0.000207168,-1.102848101,,1.781095252,0.000475059,-209.1,68.05,56.05,,,224.46,-0.109505106,0.182875098,-0.036763551,0.099293009,
1278,J M T Auto Ltd.,Other automobile ancillaries,104238,L42274DL1997PLC270939,1,1,-0.00817583,-0.006860158,0.007498958,0.058087367,1.476428175,0.518788131,0.233788197,0.000346644,0.174975698,0.5,1.024862539,0.00014318,630,44.12,46.96,59.27,116.06,6.28,0.185950413,0.327479339,0.007969303,1.06272137,0.34
1279,Jaishriram Sugar & Agro Products Ltd.,Sugar,395438,U15421PN2006PLC021985,1,1,-0.712138085,-0.359572674,-0.354652797,-0.227327837,0.118954248,0.061811391,0.190704902,0.000746965,-0.671773967,,-2.395600677,0.000489896,-477.9,6.44,233.98,40.49,,90.6,-0.579413191,-1.371362755,-0.305892338,0.862512124,
1280,Jalan Jee Polytex Ltd.,"Plastic furniture, floorings & miscellaneous items",377257,U17111UP2001PLC026227,1,1,-0.028258119,-0.307904412,-0.625,-0.012908634,5.12,3.146666667,-0.002230333,0.173333333,0.211397059,,4.774443369,0.007411631,23,319.54,108.56,48.36,2.47,16.6,0.019279128,0.097736798,-0.056999162,0.091198659,
1281,Janardhan Industries Ltd.,Wood & wood products,107366,U21011UP1985PLC007397,1,1,0.071485306,0.07860262,0.088209607,,,,,0.023809524,0.198253275,2.96,,0.007172131,22.7,161.62,87.49,127.82,4.88,7.99,,,,,
1283,Jiwanram Sheoduttrai Inds. Pvt. Ltd.,Other leather & related products,282938,U17111WB1997PTC085533,1,1,0.018588931,0.018370073,0.03991316,0.03345894,1.330120232,0.981032338,0.049378882,0.000207297,0.205160321,1.42,5.127388535,0.000176429,245.7,147.31,78.7,35.88,30.76,54.97,0.159628378,0.12227131,0.031055094,0.778066528,
1284,K E W Industries Ltd.,Other automobile ancillaries,111788,L29130PB1996PLC018821,1,1,-0.001757276,-0.004499438,-0.003655793,0.033506417,2.789304813,1.418538324,0.159891599,0.004991087,1.407480315,0.98,0.660214704,0.004395604,500.5,242.03,80.27,28.34,263.99,164.51,0.49034976,0.249632605,-0.001273636,0.348388361,0.05
1285,K K Welding Pvt. Ltd.,Wholesale trading,324247,U29380MH2001PLC134080,1,1,0.015203458,0.007661684,0.012469015,0.011647093,1.433632426,0.734220297,0.211821472,0.005259901,0.210095395,1.46,4.118231495,0.002654384,279.7,100.33,51.4,,,125.77,0.271474328,0.071726682,0.016111812,1.292147918,
1286,K P R Agrochem Ltd.,Fertilisers,375318,U24129AP2007PLC052216,1,1,0.048692765,0.049226466,0.063875535,0.063375796,1.124897491,0.544509595,0.029924309,0.000861079,0.07721353,1.8,2.619179345,0.000854857,441.7,165.47,219.93,248.2,0.64,26.88,0.056267516,0.16743949,0.046547771,0.728726115,
1287,K S Impex Ltd.,Wholesale trading,113159,U74899DL1995PLC074865,1,1,0.016414141,0.00644149,0.010157734,0.017230641,1.434289128,1.279569892,,0.002986858,0.120075977,1.3,2.649242424,0.000856164,145.4,85.47,0.55,4.24,,45.6,0.301847623,0.098193897,0.025534565,2.513805273,
1288,K S S Petron Pvt. Ltd.,Business services & consultancy,384580,U45400MH2007PTC234297,1,1,-0.134837882,-0.217695333,-0.215607245,-0.05945448,1.040442163,0.983553073,0.006203734,0.000578704,-0.068599362,,3.042312793,0.001022116,-423.8,90.05,233.39,44.62,,,-0.026739689,-0.081910014,-0.084042627,0.389795004,
1289,K V R Industries Pvt. Ltd.,Paper & newsprint,414029,U17119TG1999PTC032640,1,1,-0.204927469,-0.121901109,-0.121901109,-0.146565495,0.857845817,0.267085839,,0.000546747,-0.079852075,,-6.227557411,0.000250627,-58.3,39.14,14.01,114.83,0.36,6.31,-0.116413738,-0.630591054,-0.177715655,1.457867412,
1290,Kalpana Natural Forest Products Pvt. Ltd.,Wholesale trading,114697,U63022WB1995PTC075354,1,1,0.214285714,0.019607843,0.02832244,0.00782881,1.080534826,0.913246269,0.099732858,0.003420398,-4.119825708,1.14,-2.318651067,0.028720627,-189.1,123.26,832.77,,4554.42,648.76,-0.986951983,-1.079853862,0.006784969,0.239561587,
1291,Karanja Terminal & Logistics Pvt. Ltd.,Transport logistics services,515311,U63090MH2010PTC203226,1,1,,,,,3.955114372,,0.191646505,0.000539491,,,0.576815725,,2449.8,,,,,,0.228234439,0,,,
1292,Kaynes Technology India Pvt. Ltd.,Other electronics,472977,U29128KA2008PTC045825,1,1,0.053558753,0.024288181,0.042782314,0.056532402,1.13303657,0.732968952,0.045800291,0.000169043,0.049951716,2.25,3.358152174,9.37881E-05,170.7,101.38,102.47,80.97,15.02,3.42,0.070956478,0.204306439,0.060772332,1.420501309,
1293,Khator Fibre & Fabrics Ltd.,Cloth,120153,L17124RJ1986PLC003629,1,1,0.013488276,0.009393064,0.013583815,0.053182364,2.703764321,1.358428805,-0.071854913,0.003273322,0.309971098,1.42,2.957230143,0.000604869,214.5,47.13,17.27,6.04,3.17,65.99,0.367987648,0.180476926,0.016126265,1.18716761,0.11
1294,Kisan Mouldings Ltd.,"Plastic tubes, pipes, fittings & sheets",121309,L17120MH1989PLC054305,1,1,-0.026190989,-0.019807226,-0.032033909,-0.001314492,1.151116576,0.634289309,0.108050643,0.000285935,0.114686284,0.53,2.519203847,0.000211291,562.8,128.12,134.11,34.21,32.67,110.36,0.097341612,0.047269834,-0.027189235,0.848764204,0.31
1295,Kurukshetra Expressway Pvt. Ltd.,Road transport infrastructure services,412602,U45400HR2010PTC040303,1,1,-0.051237026,-0.420352358,-0.442925307,-0.036110929,0.13310619,,0.089921948,0.002612152,-0.712516058,0.55,-13.6500138,0.004568024,-776.5,8.96,,,,,-0.084713404,-0.295629596,-0.052660863,0.118893325,
